,angle,lObjDetected,p1Detected,fObjDetected,p5Detected,rObjDetected,vlm_feedback,prev_action,action
7370,2.247111394,1,1,1,1,0,right,0,2
7371,2.275429214,1,1,0,0,1,none,0,0
7372,-2.778425431,1,0,0,1,0,none,1,0
7373,-2.503584191,0,1,0,0,1,none,1,0
7374,-0.092915971,0,0,0,0,0,none,2,0
7375,2.021256217,0,1,1,1,0,left,0,1
7376,0.128406488,1,1,0,0,0,none,1,0
7377,0.686880324,1,1,1,1,0,both,2,2
7378,-0.774255392,1,0,0,0,1,none,1,0
7379,-2.964280396,0,0,0,0,0,none,1,1
7380,-2.093449347,0,0,1,0,0,both,1,1
7381,0.223501481,0,0,1,0,1,right,1,0
7382,-1.143544629,1,0,0,0,0,none,0,0
7383,1.73020004,0,0,0,1,0,none,1,0
7384,-1.042205228,1,0,1,0,1,both,0,1
7385,-0.314736939,1,1,1,0,1,left,2,0
7386,1.080588111,0,1,0,1,0,none,0,0
7387,1.27794851,0,0,0,0,0,none,1,0
7388,2.654778375,1,1,1,1,0,right,2,2
7389,2.270613834,0,0,1,1,0,both,1,0
7390,0.06046994,1,1,0,1,1,none,1,0
7391,-0.333980909,0,1,1,1,1,right,1,0
7392,1.736401242,1,0,0,1,1,none,2,0
7393,-0.61321697,0,1,1,1,0,left,2,0
7394,-2.440931353,1,0,1,0,1,right,0,2
7395,2.981590741,1,0,1,0,0,both,2,2
7396,0.883861924,1,1,0,1,0,none,2,0
7397,-1.030641065,1,1,1,0,0,right,2,2
7398,1.595573192,0,0,0,0,0,none,2,2
7399,-2.778540544,0,1,1,1,0,both,0,1
7400,2.188002476,0,0,1,1,1,both,1,0
7401,-2.324399665,1,0,1,0,1,left,2,0
7402,-3.115380219,0,1,1,1,1,both,1,1
7403,2.451478906,1,1,1,0,1,right,2,2
7404,-1.677562391,0,1,1,0,0,right,1,0
7405,-1.60855005,0,0,1,1,1,both,2,0
7406,0.212333178,1,0,0,1,0,none,0,0
7407,-0.993480452,0,0,0,0,0,none,1,1
7408,-2.199655132,1,1,0,1,0,none,2,0
7409,2.09787303,1,0,1,0,1,right,2,2
7410,0.206784924,0,0,0,1,0,none,1,0
7411,2.234242294,0,0,1,1,1,both,0,2
7412,-1.442719086,0,0,1,0,0,right,1,0
7413,1.761704998,0,1,0,0,1,none,2,0
7414,1.202335837,0,0,1,0,0,both,1,0
7415,-2.614701181,1,0,1,1,0,both,0,1
7416,0.007927778,0,1,1,1,1,right,0,2
7417,-1.5696292,0,1,0,1,0,none,0,0
7418,1.434530255,1,0,0,1,0,none,0,0
7419,-0.912801715,1,1,0,0,1,none,1,0
7420,2.248148501,0,1,0,0,1,none,1,0
7421,0.508306367,1,0,1,0,1,right,2,2
7422,0.09401258,0,1,1,0,0,both,0,2
7423,-1.876229594,0,0,0,1,1,none,2,0
7424,-1.588365405,1,1,0,1,1,none,1,0
7425,-0.958977982,1,1,1,0,1,right,1,0
7426,1.137789066,1,1,0,0,1,none,1,0
7427,2.621245644,1,1,1,0,0,right,2,2
7428,-1.812334542,1,0,1,1,1,left,0,1
7429,-1.498643764,0,1,1,0,0,right,1,0
7430,1.165832325,1,0,1,1,0,both,2,2
7431,-2.341849994,1,0,1,0,1,right,2,2
7432,-1.235147815,0,1,0,0,0,none,2,0
7433,-0.503839295,1,0,0,0,1,none,2,0
7434,0.159035471,1,1,1,1,1,right,2,2
7435,-0.84241423,0,1,1,0,0,right,2,2
7436,-0.608952182,0,1,0,0,0,none,1,0
7437,2.855929476,0,1,1,0,0,right,2,2
7438,1.554833489,0,0,0,1,1,none,0,0
7439,1.951989528,1,1,0,1,1,none,1,0
7440,-2.737026267,0,1,1,1,0,both,0,1
7441,0.49886816,0,0,1,1,1,both,1,0
7442,0.99051998,0,0,0,0,1,none,1,0
7443,-2.264499678,1,1,0,1,0,none,0,0
7444,0.247527231,1,0,1,0,0,right,0,2
7445,0.086253933,0,0,1,0,1,right,2,2
7446,-0.714694303,0,1,1,1,1,both,1,1
7447,-1.406168411,1,0,0,0,0,none,1,0
7448,3.125842625,0,1,0,1,0,none,1,0
7449,-0.044888124,0,1,0,1,0,none,2,0
7450,0.954820544,0,1,1,1,0,both,1,0
7451,3.04849821,0,1,1,1,1,right,0,2
7452,-0.303821171,1,1,1,1,0,both,2,0
7453,-2.410613183,1,0,1,1,0,left,0,1
7454,-0.271255712,1,0,1,0,1,right,1,0
7455,-2.554973139,1,1,1,0,0,left,2,0
7456,0.243487106,0,1,0,1,0,none,0,0
7457,-0.964173223,1,0,0,0,1,none,0,0
7458,2.033497639,0,0,1,0,0,both,1,0
7459,-0.444265279,1,0,0,0,1,none,0,0
7460,-0.634356059,1,0,1,1,0,both,2,0
7461,2.006840274,1,0,1,0,0,left,1,1
7462,-1.396904526,0,0,0,0,1,none,2,0
7463,0.569745898,1,0,1,0,0,left,1,1
7464,0.286457119,0,0,1,0,0,left,0,1
7465,1.08039014,1,1,1,1,1,right,1,0
7466,-2.070065148,0,1,1,0,0,both,2,0
7467,1.17214098,1,1,0,0,0,none,2,2
7468,1.758707504,1,1,1,0,0,right,0,2
7469,0.828261561,0,1,1,0,0,left,2,0
7470,-2.931843922,0,1,0,0,0,none,0,0
7471,2.346677075,0,1,1,1,1,both,2,2
7472,1.73788332,0,0,0,0,1,none,1,0
7473,-1.203176508,1,1,1,0,0,left,2,0
7474,-1.491949655,0,1,0,1,1,none,2,0
7475,2.645609208,1,0,0,0,0,none,1,0
7476,-3.078703043,1,0,0,1,1,none,2,0
7477,-2.056158164,0,1,1,1,1,both,1,1
7478,-0.070130556,1,1,1,0,1,right,1,0
7479,2.431271375,1,0,0,0,1,none,1,0
7480,-1.263647733,0,0,0,1,1,none,1,1
7481,-2.850062592,0,0,1,0,1,left,0,1
7482,-2.779169589,1,0,0,0,0,none,0,0
7483,-2.387698001,1,0,0,0,0,none,0,0
7484,2.685831764,0,1,0,0,1,none,1,0
7485,2.084228273,0,0,0,1,0,none,2,0
7486,-1.456216614,1,0,0,0,0,none,1,0
7487,-2.439220949,0,1,0,0,1,none,0,0
7488,-0.618994347,0,0,0,0,0,none,1,1
7489,0.695301825,1,1,1,1,1,left,1,1
7490,-0.954718814,1,0,0,0,1,none,2,0
7491,-0.417473965,0,0,1,1,1,right,0,2
7492,2.56632797,1,0,1,0,0,left,0,1
7493,1.44592524,1,0,1,1,0,both,1,0
7494,-1.409172811,0,0,0,0,1,none,0,1
7495,-0.373607498,0,0,1,0,0,both,2,0
7496,0.506113527,0,1,1,1,0,left,1,1
7497,-0.884832907,1,1,1,0,1,both,2,0
7498,1.061965089,0,0,0,0,0,none,0,2
7499,1.76446924,1,0,1,1,1,right,0,2
7500,-1.89538563,0,1,0,0,1,none,1,0
7501,-3.062601347,0,0,1,1,0,both,1,1
7502,-0.62882804,1,1,1,0,0,right,2,2
7503,2.503823588,1,1,1,0,0,both,1,0
7504,-1.227727437,1,0,1,0,1,right,0,2
7505,-2.59316349,1,0,0,0,0,none,2,0
7506,2.265368821,0,1,0,0,1,none,1,0
7507,1.315756591,1,1,1,0,0,left,0,1
7508,-2.03340656,1,1,0,1,0,none,1,0
7509,0.934936185,0,1,0,0,0,none,1,0
7510,2.991420705,0,1,1,1,0,right,1,0
7511,-1.508648818,0,0,0,0,1,none,0,1
7512,1.174628498,0,0,1,0,1,both,1,0
7513,1.369380484,1,1,0,0,1,none,0,0
7514,1.226367123,0,0,1,0,1,left,1,1
7515,0.470977163,0,0,0,1,1,none,0,0
7516,2.236321146,1,0,1,1,1,both,0,2
7517,-3.032862844,0,1,1,1,0,right,2,2
7518,-2.378727509,1,1,1,1,0,left,0,1
7519,-1.66844974,1,1,1,1,1,right,0,2
7520,3.015225557,1,1,1,1,1,both,0,2
7521,0.40450938,0,1,0,0,1,none,1,0
7522,0.293067816,1,0,0,0,1,none,0,0
7523,0.051095056,1,1,0,0,1,none,1,0
7524,-0.331379892,0,1,0,0,1,none,1,0
7525,2.884037611,0,0,0,0,0,none,1,0
7526,-0.2432877,0,1,1,0,0,left,1,1
7527,-2.326553719,1,1,1,0,0,left,0,1
7528,-1.908278663,1,1,0,1,1,none,2,0
7529,2.815207099,0,1,1,1,1,left,2,0
7530,1.907171664,0,1,0,1,0,none,0,0
7531,-1.23924327,1,1,0,1,1,none,2,0
7532,2.667557466,0,1,0,1,0,none,1,0
7533,2.319301402,0,1,0,1,1,none,2,0
7534,-2.500975476,0,0,1,0,1,right,0,2
7535,1.955504217,0,1,0,0,1,none,2,0
7536,-0.984106243,1,1,0,0,1,none,1,0
7537,1.702139603,1,1,1,0,1,left,1,1
7538,-2.064811552,0,0,1,0,1,left,0,1
7539,0.333371815,1,1,0,1,0,none,1,0
7540,-2.658768146,1,1,1,0,0,right,0,2
7541,0.915530031,1,1,0,1,1,none,1,0
7542,-2.553465147,1,0,1,0,1,both,0,1
7543,0.207613451,0,0,1,0,1,both,2,2
7544,-1.581553699,0,0,1,0,1,both,2,0
7545,2.114816649,1,1,0,0,1,none,0,0
7546,1.797571099,1,1,1,0,1,right,0,2
7547,-2.792514382,1,0,1,1,0,left,0,1
7548,0.430761974,1,1,1,0,0,both,1,0
7549,0.767802501,1,1,0,0,1,none,1,0
7550,1.748650705,0,1,1,0,1,left,0,1
7551,1.895269179,1,1,0,0,0,none,0,2
7552,1.254566615,1,1,0,1,0,none,1,0
7553,2.998943758,0,1,0,0,0,none,1,0
7554,-2.664537063,0,1,1,1,1,both,0,1
7555,1.193359597,1,0,0,0,0,none,2,2
7556,3.127999568,1,0,0,1,1,none,2,0
7557,2.033311848,0,0,0,1,1,none,0,0
7558,2.849399091,1,1,1,0,1,right,2,2
7559,0.214182599,1,1,1,1,0,right,1,0
7560,-0.725759921,0,1,0,0,0,none,1,0
7561,1.379798011,0,1,0,1,1,none,1,0
7562,0.522432954,1,0,0,1,0,none,0,0
7563,2.049991405,1,1,1,1,0,both,0,2
7564,-2.67476446,0,0,0,0,1,none,2,0
7565,-2.249622354,1,1,1,0,1,left,1,1
7566,-2.637977385,0,1,0,0,1,none,1,0
7567,1.209676945,0,1,0,1,1,none,1,0
7568,-0.202045271,0,0,0,1,0,none,2,0
7569,3.127718616,1,0,1,0,0,left,1,1
7570,0.642454616,0,1,0,0,0,none,0,2
7571,1.45133534,1,0,0,0,0,none,1,0
7572,1.082752129,1,0,1,0,1,both,2,2
7573,-0.811531889,1,0,1,0,0,left,1,1
7574,0.995133971,1,0,1,0,0,right,1,0
7575,-0.428609383,1,0,0,1,1,none,0,0
7576,0.887788454,1,1,1,0,1,right,0,2
7577,-0.918368944,0,0,0,0,1,none,1,1
7578,-0.839277903,0,1,0,1,0,none,0,0
7579,-0.300174698,1,1,0,0,1,none,2,0
7580,-3.097650232,0,0,0,1,1,none,1,1
7581,-0.912712274,1,1,1,0,0,left,0,1
7582,-2.06622972,1,0,1,0,0,left,0,1
7583,2.970859898,1,0,0,0,1,none,0,0
7584,2.072520353,0,1,0,0,1,none,1,0
7585,1.581664862,1,1,0,0,1,none,0,0
7586,0.027611978,0,1,1,1,1,both,2,2
7587,2.338329337,0,0,1,1,1,both,0,2
7588,-2.350159489,0,0,0,1,1,none,0,1
7589,2.821752606,1,1,1,0,0,left,0,1
7590,-0.337316682,0,1,0,0,1,none,1,0
7591,2.896176719,0,0,1,1,1,right,1,0
7592,-2.342672133,0,0,1,0,1,right,2,2
7593,0.966781493,1,0,0,1,0,none,2,0
7594,2.464728051,0,0,1,0,1,both,1,0
7595,-2.406616048,0,1,1,1,0,both,1,1
7596,-2.814291398,0,1,0,1,0,none,2,0
7597,0.588976349,0,1,1,0,1,left,0,1
7598,-2.339862244,1,0,1,0,0,right,1,0
7599,-0.108921602,0,0,0,1,0,none,0,0
7600,1.420097721,0,1,0,0,1,none,2,0
7601,1.325265518,1,0,1,1,1,both,0,2
7602,2.556723384,0,1,0,1,0,none,2,0
7603,-2.588292704,0,1,1,1,0,left,0,1
7604,-2.908679107,1,0,0,1,0,none,1,0
7605,0.622902501,1,1,1,1,0,both,1,0
7606,1.370447549,1,0,1,1,0,left,1,1
7607,-3.099669915,1,0,1,1,1,left,1,1
7608,-1.825406111,1,0,0,1,1,none,2,0
7609,1.312284088,0,1,0,0,1,none,1,0
7610,1.22915335,1,0,1,0,0,both,0,2
7611,-2.00221472,1,0,1,1,1,left,0,1
7612,-2.804677663,1,0,1,1,0,left,1,1
7613,2.612145273,0,0,0,0,1,none,1,0
7614,1.783808047,1,1,1,1,0,right,1,0
7615,-2.94450134,0,0,1,1,1,right,0,2
7616,1.380564584,0,1,1,0,1,both,2,2
7617,-0.261470312,1,0,0,0,1,none,2,0
7618,-0.355220678,1,0,1,0,1,left,2,0
7619,0.658837807,1,1,0,1,0,none,0,0
7620,-1.27089326,1,1,1,1,0,left,0,1
7621,-1.321056788,0,0,0,0,1,none,1,1
7622,-0.307252484,1,1,0,0,1,none,1,0
7623,2.138836602,1,0,1,1,1,left,0,1
7624,-0.952268264,1,0,0,0,0,none,0,0
7625,-2.158825626,1,1,1,0,1,left,2,0
7626,0.580870118,1,1,1,0,1,both,2,2
7627,-0.095121503,1,0,0,1,0,none,1,0
7628,-2.934308211,0,0,1,0,1,both,1,1
7629,-2.31856939,1,1,0,0,0,none,2,0
7630,0.949740064,0,1,0,1,1,none,1,0
7631,0.876005831,1,0,0,0,0,none,2,2
7632,2.003112118,1,0,1,1,1,left,2,0
7633,-2.771850994,1,1,0,0,1,none,0,0
7634,2.708145542,1,0,0,1,0,none,2,0
7635,2.094436313,0,0,0,0,1,none,1,0
7636,0.089272327,1,1,1,0,0,left,1,1
7637,1.992214483,1,1,0,0,1,none,1,0
7638,-1.83731058,0,0,1,0,0,right,1,0
7639,0.856419549,0,0,0,1,1,none,1,0
7640,-0.281398547,1,1,1,1,1,left,0,1
7641,-0.54534158,1,1,0,0,0,none,0,0
7642,-2.767248354,1,1,0,1,0,none,1,0
7643,0.693764909,0,1,0,1,1,none,0,0
7644,-0.697769999,1,0,0,1,0,none,0,0
7645,2.445857395,1,1,0,0,0,none,2,2
7646,1.630263582,0,1,0,1,1,none,1,0
7647,-0.628888171,1,1,0,0,0,none,1,0
7648,-1.464682888,0,0,1,1,0,both,1,1
7649,2.783150878,0,0,0,1,1,none,2,0
7650,2.79160706,1,1,0,1,0,none,2,0
7651,2.79379213,0,1,0,1,1,none,2,0
7652,-2.723196188,1,0,0,1,1,none,2,0
7653,2.060613753,0,0,0,0,1,none,2,0
7654,-2.13175942,1,1,0,0,0,none,0,0
7655,3.014961284,0,1,0,1,1,none,0,0
7656,-0.84958535,0,1,0,1,0,none,0,0
7657,1.063511967,1,0,1,1,0,both,2,2
7658,1.496126714,1,1,1,0,1,left,2,0
7659,-1.664109147,1,1,0,1,1,none,1,0
7660,2.812878494,1,1,1,1,1,left,0,1
7661,1.229209917,1,1,0,0,1,none,0,0
7662,1.446502985,1,1,1,0,0,left,1,1
7663,3.058732602,0,0,1,0,0,both,2,2
7664,-0.55135282,1,1,0,0,0,none,0,0
7665,2.426546535,0,1,0,1,0,none,0,0
7666,-1.897819086,1,0,0,1,1,none,1,0
7667,-2.282803685,1,0,0,0,1,none,0,0
7668,-2.555562112,1,0,1,0,0,right,2,2
7669,1.212462851,0,1,1,1,1,right,2,2
7670,-1.156062069,0,0,0,1,1,none,2,0
7671,-0.187750911,0,1,0,0,0,none,0,0
7672,-1.632237802,1,0,0,1,0,none,1,0
7673,-1.552088981,0,0,0,1,1,none,1,1
7674,2.692854844,0,1,1,0,1,both,2,2
7675,1.766520521,1,0,1,0,1,right,1,0
7676,-2.603758712,1,1,1,1,0,right,1,0
7677,-2.792091743,0,1,0,1,1,none,1,0
7678,-2.755464674,1,0,1,1,1,right,1,0
7679,-1.452646448,1,1,1,0,0,both,2,0
7680,2.759413784,0,1,1,1,1,both,2,2
7681,-2.519521956,1,0,0,0,0,none,1,0
7682,0.382882721,1,0,1,1,1,both,1,0
7683,-0.460672116,0,0,1,1,1,left,2,0
7684,-2.091294976,1,1,1,0,1,right,0,2
7685,-1.360092994,1,1,0,0,1,none,2,0
7686,-0.736755766,0,1,1,0,1,both,2,0
7687,-1.679999932,0,1,1,1,0,both,0,1
7688,-0.264623226,1,1,0,0,0,none,0,0
7689,-1.597448388,0,0,1,0,0,both,0,1
7690,-2.166092895,0,0,0,0,0,none,1,1
7691,0.584061524,0,1,0,0,0,none,1,0
7692,1.253226793,1,0,1,1,1,left,1,1
7693,-2.562151152,1,0,1,1,1,right,2,2
7694,-2.318814832,0,0,1,1,0,both,2,0
7695,2.48507755,0,0,1,1,1,left,1,1
7696,-2.286912655,0,1,0,0,0,none,2,0
7697,-0.790872339,0,0,0,0,0,none,0,1
7698,2.385738272,1,1,1,0,0,both,2,2
7699,-1.592151037,0,0,1,0,0,right,0,2
7700,-1.823840615,0,0,1,0,0,right,0,2
7701,2.983149952,0,0,0,1,1,none,0,0
7702,2.588605452,0,0,0,0,0,none,1,0
7703,0.78660976,0,1,0,1,1,none,1,0
7704,-1.621575324,0,0,0,0,0,none,0,1
7705,-1.329988833,0,0,0,1,1,none,2,0
7706,1.07250412,1,0,1,1,0,both,0,2
7707,-1.293272838,1,0,0,0,0,none,0,0
7708,1.257236919,1,1,1,1,1,both,1,0
7709,-1.050140488,1,0,1,0,0,both,2,0
7710,-0.128301035,0,0,0,0,0,none,2,0
7711,0.833285881,0,1,1,0,1,left,2,0
7712,0.677470105,0,1,1,1,1,both,2,2
7713,2.909536588,1,1,1,1,0,left,1,1
7714,1.298487081,1,1,1,1,0,both,1,0
7715,-3.006790805,1,1,0,0,1,none,0,0
7716,0.24817601,1,0,0,0,1,none,1,0
7717,-3.072112058,1,0,1,0,1,left,2,0
7718,-0.550187247,1,1,1,0,0,left,2,0
7719,2.053317211,0,1,0,0,1,none,2,0
7720,0.849912027,1,1,1,0,1,left,0,1
7721,-1.970295898,0,0,1,1,0,right,0,2
7722,-0.437851442,1,1,1,1,0,both,0,1
7723,2.340260864,0,0,0,0,0,none,0,2
7724,2.374780431,1,0,1,1,0,right,2,2
7725,-2.104440976,0,1,1,0,1,right,2,2
7726,1.997660298,0,1,1,1,1,right,2,2
7727,2.577298929,0,0,1,1,1,right,2,2
7728,1.696508239,1,1,0,0,1,none,1,0
7729,-2.309140545,1,1,0,1,0,none,0,0
7730,1.195391468,0,0,0,1,1,none,2,0
7731,-0.939045035,0,0,0,0,1,none,0,1
7732,1.891881723,1,0,1,0,1,left,0,1
7733,1.285465031,1,0,0,0,0,none,0,2
7734,2.744448771,0,0,0,1,1,none,0,0
7735,-1.431169001,0,0,0,0,1,none,1,1
7736,0.008000387,0,0,0,0,0,none,1,0
7737,2.943971556,1,0,0,0,1,none,2,0
7738,2.467122572,1,1,0,0,1,none,2,0
7739,-2.386613575,1,0,0,1,0,none,0,0
7740,0.318368454,0,1,1,1,1,both,2,2
7741,-3.052842538,0,1,1,0,1,both,1,1
7742,-2.913742678,1,1,0,1,1,none,1,0
7743,1.459035028,1,1,0,0,1,none,2,0
7744,-2.619065372,0,0,0,0,0,none,1,1
7745,-0.092858063,1,0,1,0,0,right,1,0
7746,2.934945985,0,0,1,0,1,left,0,1
7747,-1.678967657,0,1,0,1,0,none,2,0
7748,-3.062446589,1,1,0,1,0,none,1,0
7749,0.115187711,1,0,0,1,1,none,0,0
7750,-2.348838999,1,0,0,0,0,none,0,0
7751,-1.177330345,1,1,0,0,0,none,1,0
7752,-1.566242778,0,1,0,1,0,none,0,0
7753,2.034290025,0,1,0,1,1,none,0,0
7754,-1.290484976,0,0,0,1,0,none,2,0
7755,3.023667964,0,0,0,0,1,none,0,0
7756,-2.467464893,0,1,1,0,0,right,2,2
7757,-0.834103169,1,0,0,0,0,none,1,0
7758,-2.428248876,0,0,1,0,0,both,0,1
7759,-2.266416288,1,1,1,1,1,left,1,1
7760,-0.793510732,0,0,0,1,1,none,2,0
7761,-2.972408691,0,1,1,1,0,both,0,1
7762,0.527105718,1,0,1,1,1,left,0,1
7763,-0.182782924,1,1,1,1,0,both,2,0
7764,-1.963054669,0,0,1,0,1,both,2,0
7765,-3.017971193,0,0,1,1,1,right,1,0
7766,-2.007871365,1,1,1,0,0,left,2,0
7767,0.749968601,1,1,0,1,0,none,1,0
7768,1.334278418,0,1,1,0,1,both,1,0
7769,0.558530238,0,0,0,0,0,none,0,2
7770,-0.539879886,0,1,1,1,0,right,0,2
7771,2.447666481,0,1,1,1,0,both,2,2
7772,1.315576525,1,0,0,0,0,none,0,2
7773,2.337133847,0,1,1,0,0,both,1,0
7774,0.549301084,0,1,1,1,0,both,0,2
7775,-2.935800128,1,1,0,1,1,none,2,0
7776,2.781491815,1,0,1,1,1,left,0,1
7777,-3.049813693,0,0,0,0,1,none,2,0
7778,-2.180767656,0,0,1,1,0,left,0,1
7779,2.454080116,0,0,0,1,1,none,1,0
7780,-2.037392513,1,0,1,1,1,right,1,0
7781,-0.918999699,0,1,1,1,0,left,0,1
7782,-1.037716553,0,0,0,0,0,none,2,0
7783,-0.088516022,1,0,1,1,0,left,0,1
7784,-1.835347854,1,1,0,1,1,none,2,0
7785,-0.999983192,0,0,1,1,1,right,2,2
7786,0.425673372,1,0,1,0,0,both,1,0
7787,-0.058266439,0,0,0,0,0,none,2,0
7788,-1.185932824,0,1,0,1,0,none,1,0
7789,-0.787760535,0,0,0,1,0,none,0,1
7790,0.032010109,0,1,1,0,0,both,0,2
7791,1.477166178,1,0,0,1,1,none,1,0
7792,-2.819493864,0,0,0,0,0,none,2,0
7793,0.240587031,1,1,0,1,1,none,1,0
7794,-0.01474141,0,1,0,1,0,none,0,0
7795,2.68685474,0,1,1,1,0,both,2,2
7796,1.75071203,1,0,0,1,0,none,2,0
7797,-0.259165723,1,0,0,0,0,none,2,0
7798,-1.238756183,1,1,0,0,0,none,1,0
7799,1.479726827,0,0,0,0,0,none,2,2
7800,1.578184297,0,1,0,1,0,none,2,0
7801,-1.253300538,1,1,0,0,0,none,2,0
7802,-2.830781793,0,1,0,1,0,none,0,0
7803,-3.000054181,0,1,1,0,0,both,0,1
7804,-0.832325645,1,1,1,0,0,right,0,2
7805,2.968992893,0,0,1,1,1,both,1,0
7806,-0.810492143,0,0,0,0,0,none,1,1
7807,-1.459472683,1,0,0,1,1,none,2,0
7808,1.893720687,0,0,1,0,0,left,1,1
7809,1.125621063,1,0,1,1,0,left,2,0
7810,2.532541852,0,0,0,0,0,none,2,2
7811,-2.397453354,0,1,0,0,0,none,0,0
7812,-1.329767997,0,1,0,0,0,none,2,0
7813,-2.494168912,0,1,0,0,1,none,2,0
7814,-1.033841322,0,0,1,1,0,left,0,1
7815,-1.479100388,1,0,1,0,0,both,0,1
7816,-3.094059199,1,0,1,0,1,both,0,1
7817,-1.554906108,1,1,1,1,0,right,2,2
7818,-2.672413258,1,0,0,1,1,none,2,0
7819,-2.070826538,0,1,1,0,1,left,0,1
7820,2.003264994,1,1,1,0,1,left,0,1
7821,0.294600977,1,1,1,0,1,both,1,0
7822,0.606445763,0,0,1,1,1,left,0,1
7823,-2.151619009,1,0,0,1,0,none,2,0
7824,-2.458830493,1,0,0,1,1,none,0,0
7825,-1.202641693,1,0,1,1,1,right,2,2
7826,2.602251746,0,0,0,0,1,none,1,0
7827,-0.264471603,1,0,1,1,0,right,1,0
7828,2.52112006,1,0,0,1,1,none,1,0
7829,0.493632471,0,1,1,0,1,both,0,2
7830,2.759917196,0,0,1,1,0,right,0,2
7831,-1.756734969,1,0,1,0,0,both,2,0
7832,1.418770742,0,0,1,1,0,right,1,0
7833,-2.776647928,1,0,1,1,1,left,2,0
7834,-1.719842775,1,0,1,0,0,right,2,2
7835,-0.715580303,0,0,1,0,1,left,1,1
7836,0.20044598,1,0,1,1,1,left,1,1
7837,-0.942134711,0,1,0,0,1,none,1,0
7838,0.536621172,1,0,1,0,1,both,2,2
7839,0.955791056,1,0,0,0,0,none,0,2
7840,-1.706639354,1,1,0,1,1,none,2,0
7841,-0.031013029,0,0,0,1,0,none,0,0
7842,-0.383563905,1,1,0,0,0,none,2,0
7843,0.00794195,0,1,1,1,1,right,0,2
7844,0.053986717,0,1,1,1,0,left,2,0
7845,0.509118397,0,1,0,1,0,none,0,0
7846,-0.537000941,1,1,0,0,1,none,1,0
7847,0.937276057,0,1,0,0,1,none,1,0
7848,2.83449904,0,0,0,0,1,none,0,0
7849,1.340439097,1,1,0,0,1,none,2,0
7850,-2.83577607,1,1,1,1,1,left,0,1
7851,2.600508753,1,1,0,1,0,none,1,0
7852,2.027326571,0,0,0,0,0,none,0,2
7853,-2.506715692,1,0,1,1,1,both,0,1
7854,-0.614923764,0,1,0,1,1,none,2,0
7855,-1.206276667,0,0,1,0,1,left,0,1
7856,1.87774669,1,1,0,1,1,none,1,0
7857,-0.356708101,1,1,0,1,0,none,1,0
7858,0.438974803,0,1,0,0,1,none,2,0
7859,-1.179543199,1,0,1,1,1,both,0,1
7860,2.461137871,1,1,0,0,1,none,2,0
7861,-0.71734349,0,1,0,0,0,none,0,0
7862,-1.124743947,0,1,1,1,0,right,1,0
7863,-0.909629652,1,0,0,0,0,none,2,0
7864,0.864728504,1,0,1,1,1,left,1,1
7865,-0.929522759,0,1,0,1,0,none,2,0
7866,0.566466391,1,1,1,1,0,left,2,0
7867,-1.145844843,1,0,0,1,0,none,0,0
7868,0.289581826,0,0,0,1,1,none,0,0
7869,1.039292066,1,1,0,0,1,none,1,0
7870,2.100759324,0,0,0,0,0,none,0,2
7871,1.961120976,1,1,0,1,1,none,1,0
7872,1.575168478,1,1,0,1,0,none,2,0
7873,0.741194911,1,0,0,0,0,none,2,2
7874,1.539856451,1,1,0,0,1,none,0,0
7875,-0.466376343,1,1,0,0,0,none,1,0
7876,-1.790730775,1,0,1,0,0,both,1,1
7877,0.202623461,0,1,1,1,0,both,0,2
7878,1.049308514,0,1,1,1,0,right,0,2
7879,1.066981248,1,1,0,0,0,none,2,2
7880,-0.152323859,0,1,1,1,0,both,0,1
7881,1.700056421,0,0,1,0,0,both,1,0
7882,-2.541403871,0,0,0,0,0,none,2,0
7883,2.638308251,0,1,0,0,0,none,2,2
7884,1.863216146,1,0,0,1,0,none,2,0
7885,1.211660181,1,0,1,0,0,both,1,0
7886,-0.34937169,0,0,1,1,1,left,2,0
7887,-0.153304375,1,1,0,1,0,none,0,0
7888,2.166750106,0,0,1,1,1,left,0,1
7889,-0.134484481,0,1,1,1,1,left,1,1
7890,2.692048047,0,0,1,0,1,left,2,0
7891,0.266796674,0,1,1,1,1,right,2,2
7892,-1.959921077,1,0,1,0,1,right,1,0
7893,-1.953010467,0,1,0,1,0,none,1,0
7894,-3.012058275,1,1,0,1,0,none,0,0
7895,-0.594691417,0,0,1,0,1,right,1,0
7896,-1.961630333,1,0,0,0,0,none,2,0
7897,0.293379759,0,1,0,1,1,none,1,0
7898,1.058354661,1,0,1,1,0,both,0,2
7899,0.957917177,0,1,0,1,0,none,0,0
7900,-2.605963053,1,1,1,1,1,both,0,1
7901,1.425387979,1,1,1,0,1,both,0,2
7902,-1.666726592,0,1,0,0,1,none,2,0
7903,-0.702098357,0,1,0,0,0,none,1,0
7904,0.509677782,1,0,1,0,0,right,1,0
7905,-1.399402011,0,0,1,0,1,right,0,2
7906,-2.405985859,0,1,0,1,0,none,1,0
7907,-0.466133988,1,1,0,1,0,none,2,0
7908,1.586377687,0,0,0,0,0,none,2,2
7909,-1.338269534,1,0,0,0,1,none,1,0
7910,2.441772766,0,0,0,0,0,none,0,2
7911,-0.661570273,1,0,1,0,1,left,2,0
7912,-0.707585884,0,0,1,1,0,right,2,2
7913,1.727201734,0,0,0,0,0,none,0,2
7914,-2.827395494,1,0,0,0,0,none,0,0
7915,1.306259105,1,1,0,0,0,none,2,2
